1,10,25,40,50,100,200,400,800,1600,profile,role,vendor,best_module,solution_linecards,solution_cost
0,0,0,0,0,0,0,26,0,0,ai_gpu,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,48,0,16,0,0,ai_gpu,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,0,30,0,ai_gpu,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,32,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,0,32,0,ai_gpu,leaf,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,10,4,0,cloud,edge,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,24,18,0,0,0,0,cloud,edge,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,0,36,0,0,enterprise,edge,nokia,7250 IXR-X3b,['7250 IXR-X3b'],48124.04366
0,0,0,48,0,0,0,0,0,0,enterprise,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,56,0,0,ai_gpu,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,0,16,0,enterprise,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,8,2,0,0,0,cloud_50g,edge,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,58,0,0,2,0,2,0,0,ai_gpu,edge,nokia,7250 IXR-X1b,['7250 IXR-X1b'],23242.38103
0,0,0,0,0,36,12,0,0,0,cloud_50g,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,32,10,0,0,0,0,cloud_50g,tor,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,36,0,8,0,0,0,cloud_50g,edge,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,56,6,16,0,0,ai_gpu,tor,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,60,0,0,cloud,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,32,12,0,0,0,0,cloud_50g,edge,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,26,6,0,0,0,0,0,0,enterprise,leaf,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,0,0,44,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,42,0,14,0,0,ai_gpu,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,66,0,10,0,0,0,cloud_50g,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,24,6,4,0,0,0,cloud_50g,leaf,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,52,8,0,0,0,0,cloud,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,68,0,0,0,2,0,2,0,0,enterprise,tor,nokia,7250 IXR-X1b,['7250 IXR-X1b'],23242.38103
0,0,0,0,0,0,0,0,8,0,cloud,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,42,0,0,ai_gpu,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,56,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,30,0,0,cloud,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,46,12,0,0,0,0,cloud_50g,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,40,26,0,0,0,cloud,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,32,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,14,0,0,ai_gpu,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,46,0,20,0,ai_gpu,leaf,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,48,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,24,6,0,0,0,0,cloud_50g,tor,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,0,30,0,0,ai_gpu,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,58,0,0,0,0,enterprise,spine,nokia,7250 IXR-X1b,['7250 IXR-X1b'],23242.38103
0,34,0,0,0,2,0,0,0,0,enterprise,edge,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,64,0,0,4,14,0,0,0,cloud,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,62,0,0,2,6,0,0,0,0,enterprise,tor,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,92,0,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,0,16,0,ai_gpu,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,28,0,0,ai_gpu,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,34,12,0,0,cloud,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,44,0,0,ai_gpu,leaf,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,52,0,0,cloud,edge,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,20,0,2,0,0,cloud,edge,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,28,0,0,0,0,cloud,spine,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,60,0,0,0,2,0,2,0,0,ai_gpu,edge,nokia,7250 IXR-X1b,['7250 IXR-X1b'],23242.38103
0,0,0,0,0,0,0,38,10,0,ai_gpu,tor,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,70,8,0,8,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,56,0,8,0,4,0,0,0,0,enterprise,tor,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,0,36,0,0,enterprise,edge,nokia,7250 IXR-X3b,['7250 IXR-X3b'],48124.04366
0,0,0,0,44,8,8,0,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,40,26,6,0,ai_gpu,tor,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,12,0,0,cloud,leaf,nokia,7250 IXR-X1b,['7250 IXR-X1b'],23242.38103
0,0,0,0,0,0,22,18,0,0,cloud,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,76,10,0,0,cloud,edge,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,32,0,0,enterprise,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,30,0,4,0,0,0,0,0,enterprise,leaf,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,18,10,0,0,0,0,cloud_50g,edge,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,16,0,4,0,0,cloud,edge,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,48,12,4,0,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,82,0,0,4,0,0,cloud_50g,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,70,24,0,ai_gpu,tor,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,0,0,0,44,0,0,0,0,cloud,spine,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,70,0,6,0,4,0,0,0,0,enterprise,tor,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,64,6,16,0,0,cloud,tor,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,62,0,0,0,0,0,0,0,enterprise,spine,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,14,0,4,0,0,0,cloud_50g,edge,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,92,0,0,4,0,0,cloud_50g,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,46,14,0,cloud,tor,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,0,0,0,0,0,42,0,0,cloud,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,26,0,0,0,0,0,enterprise,spine,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,18,4,0,0,0,0,0,0,0,enterprise,edge,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,96,0,0,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,42,0,16,0,0,enterprise,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,16,4,0,0,0,0,enterprise,leaf,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,28,0,0,0,enterprise,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,16,10,0,0,0,0,cloud_50g,edge,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,74,0,8,0,4,0,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,28,0,0,2,0,2,0,0,ai_gpu,edge,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,120,0,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,38,10,0,4,0,0,ai_gpu,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,8,0,0,0,0,enterprise,edge,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,90,0,0,0,4,0,0,0,0,cloud,edge,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,52,0,0,2,0,2,0,0,ai_gpu,edge,nokia,7250 IXR-X1b,['7250 IXR-X1b'],23242.38103
0,0,66,0,2,6,0,0,0,0,enterprise,tor,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,56,28,6,0,0,cloud,tor,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,104,0,0,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,0,36,0,cloud,spine,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,0,0,0,0,0,0,10,0,ai_gpu,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,46,0,0,enterprise,edge,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,2,0,2,0,0,0,0,0,enterprise,leaf,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,0,60,0,0,0,0,cloud,edge,nokia,7250 IXR-X1b,['7250 IXR-X1b'],23242.38103
0,0,0,0,0,0,0,0,0,24,ai_gpu,spine,nokia,,[],
0,0,0,0,0,0,0,40,0,0,enterprise,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,44,32,0,ai_gpu,leaf,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,18,0,12,2,0,0,0,0,enterprise,tor,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,44,0,0,0,0,0,0,enterprise,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,68,28,0,ai_gpu,tor,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,0,0,86,0,0,6,0,0,cloud_50g,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,36,0,0,0,0,cloud_50g,spine,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,0,58,0,0,0,cloud,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,24,16,0,0,0,0,0,0,0,enterprise,edge,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,0,0,64,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,20,0,0,cloud,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,28,8,0,0,0,0,0,0,0,enterprise,edge,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,0,0,14,10,0,0,cloud,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,52,0,0,8,0,0,0,0,enterprise,edge,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,38,8,4,0,ai_gpu,edge,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,56,0,0,0,6,0,0,0,0,enterprise,leaf,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,0,10,0,0,ai_gpu,spine,nokia,7250 IXR-X1b,['7250 IXR-X1b'],23242.38103
0,54,8,0,0,4,0,0,0,0,enterprise,tor,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,12,0,0,0,0,enterprise,leaf,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,44,4,8,0,0,cloud,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,44,0,0,2,0,2,0,0,0,enterprise,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,34,2,12,0,ai_gpu,edge,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,0,6,0,cloud,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,16,0,0,0,0,enterprise,spine,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,44,10,8,0,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,0,46,0,ai_gpu,spine,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,78,0,4,0,8,0,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,44,0,0,cloud,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,12,0,4,0,0,0,cloud_50g,edge,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,16,0,6,2,0,0,0,0,enterprise,tor,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,0,0,26,20,0,0,cloud,edge,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,40,0,0,0,0,cloud_50g,spine,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,44,0,16,0,0,ai_gpu,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,46,10,0,0,2,0,0,0,0,enterprise,tor,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,34,12,0,0,0,cloud,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,38,0,0,10,0,0,0,0,enterprise,leaf,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,32,4,8,0,0,0,cloud_50g,leaf,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,58,4,0,10,0,cloud,tor,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,38,0,0,0,ai_gpu,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,58,6,12,0,0,cloud,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,14,8,0,ai_gpu,leaf,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,44,4,10,0,ai_gpu,tor,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,32,0,0,0,0,4,0,0,cloud,leaf,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,26,0,0,8,0,0,0,0,enterprise,edge,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,14,12,0,0,0,0,cloud_50g,edge,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,32,10,4,0,0,0,cloud_50g,leaf,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,0,0,46,0,0,cloud,leaf,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,48,14,0,6,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,62,0,26,0,0,cloud,leaf,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,58,0,0,0,0,0,0,0,enterprise,spine,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,44,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,34,18,0,ai_gpu,leaf,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,18,2,0,0,2,0,0,0,0,enterprise,tor,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,36,8,0,0,0,0,enterprise,edge,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,0,48,14,0,cloud,tor,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,0,0,40,10,0,0,0,0,cloud_50g,edge,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,0,0,52,0,ai_gpu,spine,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,0,0,56,14,0,0,0,0,cloud_50g,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,46,16,10,0,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,44,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,80,0,0,0,0,enterprise,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,12,0,0,4,0,0,0,0,enterprise,leaf,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,58,16,0,10,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,22,0,0,0,0,0,0,enterprise,spine,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,0,0,34,0,ai_gpu,leaf,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,0,0,56,6,0,6,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,28,4,4,0,0,cloud,tor,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,0,0,46,24,0,ai_gpu,leaf,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,0,0,0,28,0,6,0,0,ai_gpu,edge,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,62,12,0,0,0,0,cloud_50g,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,16,6,0,ai_gpu,leaf,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,56,0,26,0,0,cloud,leaf,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,22,4,6,0,0,cloud,tor,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,44,0,10,0,2,0,0,0,0,enterprise,tor,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,0,50,0,0,cloud,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,62,0,12,0,0,0,cloud_50g,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,44,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,80,0,14,0,0,0,cloud_50g,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,42,22,0,cloud,leaf,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,0,0,36,0,4,0,0,0,cloud_50g,tor,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,0,0,68,28,0,ai_gpu,tor,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,0,0,46,14,0,0,0,0,cloud_50g,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,44,0,12,0,cloud,leaf,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,68,0,6,0,0,6,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,56,16,0,0,cloud,leaf,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,40,12,0,0,0,0,cloud_50g,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,42,16,8,0,0,ai_gpu,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,52,0,0,0,10,0,0,0,enterprise,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,54,0,18,0,0,4,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,18,2,0,0,2,0,0,0,0,enterprise,tor,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,0,40,0,10,2,0,ai_gpu,edge,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,20,0,0,0,cloud_50g,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,50,0,0,0,enterprise,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,8,0,0,0,0,enterprise,leaf,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,40,0,0,20,0,0,0,0,enterprise,leaf,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,0,60,0,0,cloud,edge,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,0,0,20,0,0,ai_gpu,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,12,4,0,0,cloud,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,66,0,18,0,0,cloud,leaf,nokia,7250 IXR-X3b,['7250 IXR-X3b'],48124.04366
0,0,0,0,40,10,0,0,0,0,cloud_50g,edge,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,0,0,60,0,ai_gpu,spine,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,10,0,0,2,0,0,0,0,enterprise,edge,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,0,0,28,8,0,0,cloud,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,34,0,8,0,0,cloud,leaf,nokia,7250 IXR-X1b,['7250 IXR-X1b'],23242.38103
0,4,2,0,0,0,0,0,0,0,enterprise,leaf,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,60,12,0,4,0,0,cloud_50g,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,24,10,0,0,cloud,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,56,0,16,4,0,0,ai_gpu,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,66,20,10,0,0,ai_gpu,tor,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,0,44,0,0,0,0,enterprise,spine,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,6,0,0,0,0,enterprise,edge,nokia,7220 IXR-D2L,['7220 IXR-D2L'],6119.281517
0,0,0,0,0,0,0,0,30,0,ai_gpu,spine,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
0,0,0,0,36,0,6,0,0,0,cloud_50g,edge,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,48,26,6,0,0,ai_gpu,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,78,14,0,0,0,0,cloud_50g,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,50,6,0,4,0,0,ai_gpu,edge,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,24,4,0,0,0,0,cloud_50g,tor,nokia,7220 IXR-D3L,['7220 IXR-D3L'],9919.48152
0,0,0,0,0,0,0,24,0,0,ai_gpu,spine,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,40,22,6,0,0,cloud,tor,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,0,0,14,0,0,cloud,leaf,nokia,7220 IXR-H2,['7220 IXR-H2'],42525.74822
0,0,0,0,0,14,8,0,0,0,cloud_50g,edge,nokia,7220 IXR-D4,['7220 IXR-D4'],19192.88709
0,0,0,0,0,0,0,86,8,0,cloud,tor,nokia,7220 IXR-H5-64D,['7220 IXR-H5-64D'],88123.0616
0,0,0,0,0,46,0,2,6,0,ai_gpu,edge,nokia,7220 IXR-H5-32D,['7220 IXR-H5-32D'],88123.0616
